x1,x2,boot_idx,obs
-0.6293853840128782,-7.552624608156056,1,1
-2.997225257927488,-34.46809046616765,1,2
0.6349348681579017,6.9842835497353635,1,3
-2.629385384012878,-31.552624608156055,1,4
0.26709499424329347,2.8044974395530073,1,5
-1.1007448796713166,-11.007448796714758,1,6
-0.8364246275005349,-7.527821647506445,1,7
-0.2042645014151449,-1.7362482620303816,1,8
-2.1007448796713164,-21.00744879671476,1,9
0.795735498584855,6.763751737969618,1,10
-1.1007448796713166,-11.007448796714758,1,11
0.42789562467024506,3.4231649973602916,1,12
-0.4685847535859266,-4.451555159067915,1,13
-2.1007448796713164,-21.00744879671476,1,14
1.5776538594747802,23.6648078921203,1,15
-1.054506266610608,-16.344847132465805,1,16
-5.05450626661061,-78.34484713246584,1,17
-2.6866663926959995,-42.98666228313736,1,18
5.209813985560172,75.54230279062106,1,19
-3.3761075274645145,-69.21020431302375,1,20
-0.5831467709521714,-10.205068491664306,1,21
2.209813985560172,32.042302790621065,1,22
-0.5831467709521714,-10.205068491664306,1,23
6.738454489901733,84.23068112377017,1,24
-1.4223461405252198,-21.3351921078797,1,25
-11.158025888354441,-156.21236243696362,1,26
-12.422346140525221,-186.33519210787972,1,27
-9.52586576226905,-128.59918779063364,1,28
-17.847467023122956,-330.17813992777593,1,29
5.209813985560172,75.54230279062106,1,30
4.945493733389392,76.65515286753418,1,31
3.8419741116455604,53.7876375630364,1,32
-2.479627149208343,-47.11291583495977,1,33
-0.8937056361836582,-11.618173270389034,1,34
-7.05450626661061,-109.34484713246584,1,35
-6.05450626661061,-93.84484713246584,1,36
-4.05450626661061,-62.84484713246584,1,37
-5.05450626661061,-78.34484713246584,1,38
-4.6293853840128785,-55.55262460815606,1,39
-3.997225257927488,-45.96809046616765,1,40
-6.52586576226905,-88.09918779063364,1,41
-5.893705636183658,-76.61817327038904,1,42
-5.9972252579274885,-68.96809046616765,1,43
-5.6293853840128785,-67.55262460815605,1,44
-5.6293853840128785,-67.55262460815605,1,45
-2.5258657622690497,-34.099187790633636,1,46
-5.479627149208343,-104.11291583495976,1,47
-3.4223461405252213,-51.33519210787973,1,48
-3.7901860144398296,-54.957697209378956,1,49
1.8419741116455601,25.7876375630364,1,50
6.84197411164556,95.7876375630364,1,51
1.8882127247062688,36.820148131771006,1,52
8.209813985560173,119.04230279062106,1,53
3.520372850791657,66.88708416504024,1,54
8.784693102962441,158.12447585332265,1,55
-0.479627149208343,-9.112915834959768,1,56
-3.3761075274645145,-69.21020431302375,1,57
0.945493733389392,14.655152867534193,1,58
0.04901335513322041,0.8332270372634193,1,59
-10.169068283976854,-238.97310467345716,1,60
-8.11178727529373,-158.17985186822898,1,61
-3.3188265187813912,-54.760637559894306,1,62
-5.6293853840128785,-67.55262460815605,1,63
-4.6293853840128785,-55.55262460815606,1,64
-5.52586576226905,-74.59918779063364,1,65
-5.893705636183658,-76.61817327038904,1,66
-0.9972252579274883,-11.46809046616765,1,67
-6.3650651318420985,-70.01571645026463,1,68
-7.52586576226905,-101.59918779063364,1,69
-8.52586576226905,-115.09918779063364,1,70
-6.261545510098268,-78.26931887622986,1,71
-1.52586576226905,-20.599187790633632,1,72
-4.261545510098268,-53.26931887622985,1,73
-8.158025888354441,-114.21236243696363,1,74
-10.686666392696,-170.98666228313738,1,75
-7.158025888354442,-100.21236243696363,1,76
-3.7901860144398296,-54.957697209378956,1,77
-4.21530689703756,-75.87552414667736,1,78
-7.1117872752937314,-138.67985186822898,1,79
-0.2153068970375595,-3.875524146677361,1,80
-1.6866663926959997,-26.98666228313736,1,81
3.0490133551332206,51.83322703726341,1,82
1.209813985560172,17.542302790621072,1,83
5.57765385947478,83.6648078921203,1,84
2.6811734812186088,44.239362440105694,1,85
-6.893705636183658,-89.61817327038904,1,86
-3.997225257927488,-45.96809046616765,1,87
-6.893705636183658,-89.61817327038904,1,88
-7.79018601443983,-112.95769720937896,1,89
-4.261545510098268,-53.26931887622985,1,90
-5.9972252579274885,-68.96809046616765,1,91
-5.6293853840128785,-67.55262460815605,1,92
-6.893705636183658,-89.61817327038904,1,93
-7.79018601443983,-112.95769720937896,1,94
-4.3650651318420985,-48.01571645026464,1,95
-5.3650651318420985,-59.01571645026464,1,96
-4.3650651318420985,-48.01571645026464,1,97
-6.3188265187813935,-104.26063755989433,1,98
-10.21530689703756,-183.87552414667738,1,99
-5.686666392696002,-90.98666228313739,1,100
-6.3188265187813935,-104.26063755989433,1,101
-0.6866663926959997,-10.98666228313736,1,102
-4.008267653549903,-84.17362072454914,1,103
-10.158025888354441,-142.21236243696362,1,104
-7.261545510098268,-90.76931887622986,1,105
-6.893705636183658,-89.61817327038904,1,106
-7.261545510098268,-90.76931887622986,1,107
-4.422346140525222,-66.33519210787973,1,108
-7.479627149208343,-142.11291583495975,1,109
-7.1117872752937314,-138.67985186822898,1,110
-2.3188265187813912,-38.260637559894306,1,111
-2.5258657622690497,-34.099187790633636,1,112
-7.847467023122953,-145.1781399277759,1,113
-0.15802588835443981,-2.212362436963599,1,114
2.9454937333893922,45.65515286753419,1,115
-4.893705636183658,-63.618173270389036,1,116
0.5314152464140733,5.048444840932085,1,117
0.8882127247062688,17.32014813177101,1,118
0.945493733389392,14.655152867534193,1,119
-1.1580258883544399,-16.2123624369636,1,120
-4.05450626661061,-62.84484713246584,1,121
-2.365065131842098,-26.015716450264637,1,122
2.8419741116455604,39.7876375630364,1,123
-0.5258657622690481,-7.09918779063361,1,124
-6.3650651318420985,-70.01571645026463,1,125
-4.318826518781392,-71.2606375598943,1,126
-3.9509866448667794,-67.16677296273659,1,127
-4.686666392696002,-74.98666228313739,1,128
-9.95098664486678,-169.1667729627366,1,129
3.520372850791657,66.88708416504024,1,130
1.6811734812186085,27.739362440105698,1,131
1.9917323464500971,41.82637927545086,1,132
0.04901335513322041,0.8332270372634193,1,133
-8.95098664486678,-152.1667729627366,1,134
-10.21530689703756,-183.87552414667738,1,135
-6.3188265187813935,-104.26063755989433,1,136
-5.158025888354442,-72.21236243696363,1,137
-8.79018601443983,-127.45769720937896,1,138
-6.52586576226905,-88.09918779063364,1,139
-9.686666392696,-154.98666228313738,1,140
-9.054506266610609,-140.34484713246582,1,141
4.681173481218608,77.2393624401057,1,142
2.9454937333893922,45.65515286753419,1,143
4.209813985560172,61.042302790621065,1,144
6.681173481218608,110.2393624401057,1,145
4.520372850791657,85.88708416504024,1,146
6.209813985560172,90.04230279062106,1,147
0.945493733389392,14.655152867534193,1,148
4.84197411164556,67.7876375630364,1,149
1.5776538594747802,23.6648078921203,1,150
2.9454937333893922,45.65515286753419,1,151
7.313333607304,117.01333771686264,1,152
-4.686666392696002,-74.98666228313739,1,153
-5.686666392696002,-90.98666228313739,1,154
-15.008267653549904,-315.1736207245492,1,155
-13.111787275293732,-255.679851868229,1,156
-1.9972252579274883,-22.96809046616765,1,157
-6.158025888354442,-86.21236243696363,1,158
-5.79018601443983,-83.95769720937896,1,159
-6.52586576226905,-88.09918779063364,1,160
-13.008267653549904,-273.1736207245492,1,161
-10.847467023122952,-200.6781399277759,1,162
-12.479627149208344,-237.11291583495978,1,163
-9.479627149208344,-180.11291583495978,1,164
-1.4223461405252198,-21.3351921078797,1,165
-0.5258657622690481,-7.09918779063361,1,166
-5.6293853840128785,-67.55262460815605,1,167
5.313333607304,85.01333771686264,1,168
-1.9509866448667796,-33.16677296273659,1,169
-3.6866663926959995,-58.98666228313736,1,170
-3.847467023122951,-71.17813992777587,1,171
3.474134237730952,46.900812209366386,1,172
0.6811734812186085,11.239362440105696,1,173
-0.9509866448667796,-16.16677296273658,1,174
-3.7901860144398296,-54.957697209378956,1,175
7.84197411164556,109.7876375630364,1,176
-5.950986644866782,-101.16677296273662,1,177
0.5776538594747802,8.664807892120301,1,178
-1.9509866448667796,-33.16677296273659,1,179
0.209813985560172,3.0423027906210716,1,180
4.474134237730952,60.400812209366386,1,181
7.416853229047828,129.7949315083357,1,182
4.945493733389392,76.65515286753418,1,183
0.17544538035029805,2.9650269279187054,1,184
2.704085884691858,40.29087968190727,1,185
0.1639891786136734,2.902608461460718,1,186
4.198357783823547,64.23487409249888,1,187
-2.393705636183658,-31.118173270389033,1,188
-3.893705636183658,-50.618173270389036,1,189
-5.531593863137364,-76.8891546976108,1,190
-5.140841585749503,-65.80277229759513,1,191
-0.9280742413935303,-14.292343317461755,1,192
0.209813985560172,3.0423027906210716,1,193
-1.7095787961692526,-30.08858681258015,1,194
-3.2095787961692523,-56.48858681258016,1,195
-2.525451956154838,-56.065033426638536,1,196
-6.899019930937764,-152.4683404737257,1,197
7.589110061211408,107.76536286920056,1,198
7.54328525426491,131.2531634242081,1,199
